ticker,date,close,open,low,high,volume
SPY,26-Jun-17,243.29,243.9,243.05,244.38,"56,700,477"
SPY,23-Jun-17,243.13,242.91,242.47,243.51,"66,986,801"
SPY,22-Jun-17,242.84,242.96,242.64,243.53,"44,148,059"
SPY,21-Jun-17,242.95,243.42,242.41,243.59,"55,977,569"
SPY,20-Jun-17,243.01,244.25,242.99,244.26,"56,906,368"
SPY,19-Jun-17,244.66,243.59,243.48,244.73,"65,123,802"
SPY,16-Jun-17,242.64,242.77,241.63,242.83,"84,553,097"
SPY,15-Jun-17,243.77,242.68,242.36,243.91,"66,464,888"
SPY,14-Jun-17,244.24,244.86,243.29,244.87,"78,602,311"
SPY,13-Jun-17,244.55,243.98,243.58,244.61,"60,066,953"
SPY,12-Jun-17,243.36,243.13,242.38,243.42,"86,108,102"
SPY,9-Jun-17,243.41,244.09,241.95,245.01,"132,256,362"
SPY,8-Jun-17,243.78,243.77,243.17,244.33,"65,950,691"
SPY,7-Jun-17,243.66,243.6,242.83,243.92,"54,144,311"
SPY,6-Jun-17,243.21,243.34,243.12,243.98,"50,375,430"
SPY,5-Jun-17,243.99,243.97,243.76,244.3,"44,698,825"
SPY,2-Jun-17,244.17,243.42,243.08,244.35,"88,666,128"
SPY,1-Jun-17,243.36,241.97,241.64,243.38,"68,962,024"
SPY,31-May-17,241.44,241.84,240.64,241.88,"91,796,016"
SPY,30-May-17,241.5,241.34,241.16,241.79,"35,201,897"
SPY,26-May-17,241.71,241.54,241.45,241.9,"46,629,905"
SPY,25-May-17,241.76,241.2,240.96,242.08,"64,071,661"
SPY,24-May-17,240.61,240.32,239.93,240.73,"49,181,099"
SPY,23-May-17,240.05,239.95,239.51,240.24,"48,341,683"
SPY,22-May-17,239.52,238.9,238.82,239.71,"61,010,602"
SPY,19-May-17,238.31,237.33,237.27,239.08,"115,011,373"
SPY,18-May-17,236.77,235.73,235.43,237.75,"107,047,656"
SPY,17-May-17,235.82,238.1,235.75,238.64,"172,174,107"
SPY,16-May-17,240.08,240.64,239.63,240.67,"51,241,791"
SPY,15-May-17,240.3,239.47,239.45,240.44,"61,918,937"
SPY,12-May-17,238.98,239.09,238.67,239.43,"53,912,730"
SPY,11-May-17,239.38,239.35,238.13,239.57,"62,358,346"
SPY,10-May-17,239.87,239.39,239.15,239.87,"54,293,799"
SPY,9-May-17,239.44,239.96,239.04,240.19,"51,363,200"
SPY,8-May-17,239.66,239.75,239.17,239.92,"48,385,730"
SPY,5-May-17,239.7,239.19,238.68,239.72,"62,001,269"
SPY,4-May-17,238.76,238.83,237.78,238.92,"61,462,732"
SPY,3-May-17,238.48,238.29,237.7,238.88,"73,137,731"
SPY,2-May-17,238.77,238.84,238.3,238.98,"57,375,732"
SPY,1-May-17,238.68,238.68,238.2,239.17,"66,882,521"
SPY,28-Apr-17,238.08,238.9,237.93,238.93,"63,532,845"
SPY,27-Apr-17,238.6,238.77,237.98,238.95,"57,410,326"
SPY,26-Apr-17,238.4,238.51,238.35,239.53,"84,702,455"
SPY,25-Apr-17,238.55,237.91,237.81,238.95,"76,698,265"
SPY,24-Apr-17,237.17,237.18,234.56,237.41,"119,209,877"
SPY,21-Apr-17,234.59,235.25,234.13,235.31,"110,389,847"
SPY,20-Apr-17,235.34,234.15,233.78,235.85,"92,572,186"
SPY,19-Apr-17,233.44,234.52,233.18,234.95,"68,699,868"
SPY,18-Apr-17,233.87,233.72,233.08,234.49,"83,225,821"
SPY,17-Apr-17,234.57,233.11,232.88,234.57,"68,405,367"
SPY,13-Apr-17,232.51,233.64,232.51,234.49,"92,880,394"
SPY,12-Apr-17,234.03,234.74,233.77,234.96,"81,864,436"
SPY,11-Apr-17,235.06,234.9,233.34,235.18,"88,045,276"
SPY,10-Apr-17,235.34,235.36,234.73,236.26,"67,615,302"
SPY,7-Apr-17,235.2,235.15,234.64,236,"74,412,311"
SPY,6-Apr-17,235.44,234.94,234.43,236.04,"69,135,757"
SPY,5-Apr-17,234.78,236.26,234.54,237.39,"108,800,604"
SPY,4-Apr-17,235.48,235,234.56,235.58,"56,466,195"
SPY,3-Apr-17,235.33,235.8,233.91,236.03,"85,546,486"
SPY,31-Mar-17,235.74,235.9,235.68,236.51,"73,733,094"
SPY,30-Mar-17,236.29,235.47,235.27,236.52,"56,737,890"
SPY,29-Mar-17,235.54,234.99,234.73,235.81,"61,950,354"
SPY,28-Mar-17,235.32,233.27,233.14,235.81,"93,483,915"
SPY,27-Mar-17,233.62,231.93,231.61,233.92,"87,454,452"
SPY,24-Mar-17,233.86,234.38,232.96,235.04,"112,504,853"
SPY,23-Mar-17,234.03,234,233.6,235.34,"100,410,277"
SPY,22-Mar-17,234.28,233.77,233.05,234.61,"97,569,204"
SPY,21-Mar-17,233.73,237.47,233.58,237.61,"131,809,275"
SPY,20-Mar-17,236.77,237.03,236.32,237.36,"52,536,979"
SPY,17-Mar-17,237.03,237.75,237.03,237.97,"89,002,111"
SPY,16-Mar-17,238.48,239.11,238.1,239.2,"78,343,951"
SPY,15-Mar-17,238.95,237.56,237.29,239.44,"96,081,750"
SPY,14-Mar-17,236.9,237.18,236.19,237.24,"59,880,778"
SPY,13-Mar-17,237.81,237.62,237.24,237.86,"57,256,824"
SPY,10-Mar-17,237.69,237.97,236.59,238.02,"81,991,652"
SPY,9-Mar-17,236.86,236.7,235.74,237.24,"90,683,918"
SPY,8-Mar-17,236.56,237.34,236.4,237.64,"78,168,795"
SPY,7-Mar-17,237,237.36,236.76,237.77,"65,103,737"
SPY,6-Mar-17,237.71,237.5,237.01,238.12,"55,391,533"
SPY,3-Mar-17,238.42,238.17,237.73,238.61,"81,974,300"
SPY,2-Mar-17,238.27,239.56,238.21,239.57,"70,245,978"
SPY,1-Mar-17,239.78,238.39,238.37,240.32,"149,158,170"
SPY,28-Feb-17,236.47,236.67,236.02,236.95,"96,961,938"
SPY,27-Feb-17,237.11,236.64,236.35,237.31,"56,515,440"
SPY,24-Feb-17,236.74,235.46,235.41,236.79,"82,381,612"
SPY,23-Feb-17,236.44,236.88,235.56,236.9,"74,615,902"
SPY,22-Feb-17,236.28,236.02,235.83,236.54,"62,115,185"
SPY,21-Feb-17,236.49,235.52,235.51,236.69,"88,946,051"
SPY,17-Feb-17,235.09,233.95,233.93,235.09,"77,204,104"
SPY,16-Feb-17,234.72,234.96,233.85,235.16,"84,722,437"
SPY,15-Feb-17,234.92,233.45,233.39,235.14,"86,785,826"
SPY,14-Feb-17,233.7,232.56,232.16,233.71,"71,108,983"
SPY,13-Feb-17,232.77,232.08,232.05,233.07,"55,182,050"
SPY,10-Feb-17,231.51,231,230.62,231.77,"66,015,892"
SPY,9-Feb-17,230.6,229.56,229.52,230.95,"65,955,245"
SPY,8-Feb-17,229.24,228.61,228.31,229.39,"51,566,218"
SPY,7-Feb-17,228.94,229.38,228.72,229.66,"57,931,151"
SPY,6-Feb-17,228.93,228.87,228.54,229.33,"57,790,108"
SPY,3-Feb-17,229.34,228.82,228.46,229.55,"80,563,168"
SPY,2-Feb-17,227.77,227.2,226.82,228.1,"69,657,560"
SPY,1-Feb-17,227.62,228.26,226.94,228.59,"79,117,651"
SPY,31-Jan-17,227.53,226.98,226.32,227.6,"75,880,805"
SPY,30-Jan-17,227.55,228.17,226.41,228.2,"79,737,252"
SPY,27-Jan-17,228.97,229.42,228.76,229.59,"59,711,118"
SPY,26-Jan-17,229.33,229.4,229.01,229.71,"59,970,719"
SPY,25-Jan-17,229.57,228.7,228.51,229.57,"84,437,712"
SPY,24-Jan-17,227.6,226.4,226.27,228.08,"95,555,295"
SPY,23-Jan-17,226.15,226.35,225.27,226.81,"75,061,645"
SPY,20-Jan-17,226.74,226.7,225.97,227.31,"129,168,623"
SPY,19-Jan-17,225.91,226.84,225.41,227,"66,608,787"
SPY,18-Jan-17,226.75,226.54,225.9,226.8,"54,793,302"
SPY,17-Jan-17,226.25,226.31,225.8,226.78,"61,240,814"
SPY,13-Jan-17,227.05,226.73,226.69,227.4,"62,717,865"
SPY,12-Jan-17,226.53,226.5,224.96,226.75,"72,113,181"
SPY,11-Jan-17,227.1,226.36,225.59,227.1,"74,650,016"
SPY,10-Jan-17,226.46,226.48,226.01,227.45,"63,771,939"
SPY,9-Jan-17,226.46,226.91,226.42,227.07,"46,939,676"
SPY,6-Jan-17,227.21,226.53,225.9,227.75,"71,559,922"
SPY,5-Jan-17,226.4,226.27,225.48,226.58,"78,379,012"
SPY,4-Jan-17,226.58,225.62,225.61,226.75,"78,744,433"
SPY,3-Jan-17,225.24,225.04,223.88,225.83,"91,366,522"
SPY,30-Dec-16,223.53,224.73,222.73,224.83,"108,998,328"
SPY,29-Dec-16,224.35,224.48,223.84,224.89,"48,696,080"
SPY,28-Dec-16,224.4,226.57,224.27,226.59,"64,095,014"
SPY,27-Dec-16,226.27,226.02,226,226.73,"42,672,487"
SPY,23-Dec-16,225.71,225.43,225.21,225.72,"36,697,822"
SPY,22-Dec-16,225.38,225.6,224.92,225.74,"56,219,071"
SPY,21-Dec-16,225.77,226.25,225.77,226.45,"67,909,039"
SPY,20-Dec-16,226.4,226.15,225.88,226.57,"89,838,810"
SPY,19-Dec-16,225.53,225.25,225.08,226.02,"90,341,147"
SPY,16-Dec-16,225.04,226.01,224.67,226.08,"156,420,152"
SPY,15-Dec-16,226.81,226.16,225.89,227.81,"124,972,554"
SPY,14-Dec-16,225.88,227.41,225.37,228.23,"142,501,812"
SPY,13-Dec-16,227.76,227.02,227,228.34,"110,477,485"
SPY,12-Dec-16,226.25,226.4,225.76,226.96,"102,016,125"
SPY,9-Dec-16,226.51,225.41,225.37,226.53,"88,005,766"
SPY,8-Dec-16,225.15,224.57,224.26,225.7,"99,714,387"
SPY,7-Dec-16,224.6,221.52,221.38,224.67,"110,738,050"
SPY,6-Dec-16,221.7,221.22,220.66,221.74,"59,877,377"
SPY,5-Dec-16,221,220.65,220.42,221.4,"67,837,821"
SPY,2-Dec-16,219.68,219.67,219.26,220.25,"74,840,347"
SPY,1-Dec-16,219.57,220.73,219.15,220.73,"79,040,487"
SPY,30-Nov-16,220.38,221.63,220.31,221.82,"113,291,793"
SPY,29-Nov-16,220.91,220.52,220.17,221.44,"69,886,690"
SPY,28-Nov-16,220.48,221.16,220.36,221.48,"76,572,511"
SPY,25-Nov-16,221.52,221.1,221.01,221.56,"37,872,255"
SPY,23-Nov-16,220.7,219.98,219.75,220.76,"56,620,237"
SPY,22-Nov-16,220.58,220.51,219.73,220.79,"67,428,957"
SPY,21-Nov-16,220.15,219.17,219,220.18,"72,402,638"
SPY,18-Nov-16,218.5,219.07,218.29,219.27,"86,265,751"
SPY,17-Nov-16,218.99,218.05,217.92,219.06,"69,797,191"
SPY,16-Nov-16,217.87,217.56,217.42,218.14,"65,617,697"
SPY,15-Nov-16,218.28,217.04,216.8,218.28,"91,652,580"
SPY,14-Nov-16,216.59,217.03,215.72,217.27,"94,579,982"
SPY,11-Nov-16,216.42,216.08,215.32,216.7,"100,552,732"
SPY,10-Nov-16,216.92,217.3,215.22,218.31,"172,113,313"
SPY,9-Nov-16,216.38,212.37,212.34,217.1,"258,428,972"
SPY,8-Nov-16,214.11,212.69,212.38,214.77,"106,772,138"
SPY,7-Nov-16,213.15,211.45,211.3,213.19,"109,794,861"
SPY,4-Nov-16,208.55,208.91,208.38,209.89,"109,122,059"
SPY,3-Nov-16,208.78,209.99,208.46,210.24,"88,939,346"
SPY,2-Nov-16,209.74,210.65,209.23,211.1,"103,330,806"
SPY,1-Nov-16,211.01,212.93,209.6,212.99,"122,781,818"
SPY,31-Oct-16,212.55,212.93,212.36,213.19,"61,272,507"
SPY,28-Oct-16,212.54,213.14,211.71,213.93,"140,623,183"
SPY,27-Oct-16,213.17,214.58,213.08,214.62,"77,220,213"
SPY,26-Oct-16,213.74,213.21,212.93,214.42,"75,705,478"
SPY,25-Oct-16,214.17,214.68,213.98,214.98,"66,542,329"
SPY,24-Oct-16,214.89,215,214.48,215.32,"60,146,592"
SPY,21-Oct-16,213.98,212.96,212.76,214.08,"89,089,092"
SPY,20-Oct-16,213.88,213.87,213.11,214.53,"73,639,830"
SPY,19-Oct-16,214.28,214.02,213.6,214.64,"66,519,224"
SPY,18-Oct-16,213.71,214.24,213.27,214.31,"76,869,656"
SPY,17-Oct-16,212.38,213.09,212.17,213.39,"58,275,674"
SPY,14-Oct-16,213.12,214.15,213.03,214.69,"93,346,237"
SPY,13-Oct-16,213.01,212.16,211.21,213.59,"101,356,960"
SPY,12-Oct-16,213.71,213.59,213.01,214.32,"73,866,117"
SPY,11-Oct-16,213.43,215.66,212.58,215.74,"130,367,373"
SPY,10-Oct-16,216.16,216.16,215.99,216.7,"51,855,023"
SPY,7-Oct-16,215.04,216.1,214.19,216.3,"89,788,255"
SPY,6-Oct-16,215.78,215.37,214.74,216.04,"62,927,376"
SPY,5-Oct-16,215.63,215.41,215.33,216.13,"72,815,963"
SPY,4-Oct-16,214.68,215.91,213.99,216.17,"119,948,052"
SPY,3-Oct-16,215.78,215.82,215.04,216.04,"83,512,057"
SPY,30-Sep-16,216.3,215.65,215.36,217.12,"117,202,914"
SPY,29-Sep-16,214.68,216.4,214.04,216.87,"128,070,615"
SPY,28-Sep-16,216.64,215.83,214.71,216.82,"87,411,015"
SPY,27-Sep-16,215.57,214.05,213.62,215.68,"78,494,829"
SPY,26-Sep-16,214.24,215.02,214.01,215.23,"89,827,305"
SPY,23-Sep-16,215.99,216.72,215.88,216.88,"73,630,921"
SPY,22-Sep-16,217.18,217,216.71,217.53,"76,678,713"
SPY,21-Sep-16,215.82,214.24,213.44,216.03,"110,284,425"
SPY,20-Sep-16,213.42,214.41,213.38,214.59,"69,665,279"
SPY,19-Sep-16,213.41,214.13,213.03,214.88,"80,250,490"
SPY,16-Sep-16,213.37,213.48,212.57,213.69,"155,236,354"
SPY,15-Sep-16,215.28,212.96,212.75,215.73,"145,736,123"
SPY,14-Sep-16,213.15,213.29,212.5,214.7,"134,185,491"
SPY,13-Sep-16,213.23,214.84,212.5,215.15,"182,828,839"
SPY,12-Sep-16,216.34,212.39,212.31,216.81,"168,110,913"
SPY,9-Sep-16,213.28,216.97,213.25,217.03,"221,589,073"
SPY,8-Sep-16,218.51,218.62,218.15,218.94,"74,102,880"
SPY,7-Sep-16,219.01,218.84,218.3,219.22,"76,554,855"
SPY,6-Sep-16,219.03,218.7,217.86,219.12,"56,702,089"
SPY,2-Sep-16,218.37,218.39,217.7,218.87,"79,293,856"
SPY,1-Sep-16,217.39,217.37,216.03,217.73,"97,844,207"
SPY,31-Aug-16,217.38,217.61,216.47,217.75,"85,269,453"
SPY,30-Aug-16,218,218.26,217.35,218.59,"58,114,543"
SPY,29-Aug-16,218.36,217.44,217.4,218.67,"70,502,167"
SPY,26-Aug-16,217.29,217.92,216.25,219.12,"122,506,348"
SPY,25-Aug-16,217.7,217.4,217.22,218.19,"69,224,776"
SPY,24-Aug-16,217.85,218.8,217.36,218.91,"71,728,949"
SPY,23-Aug-16,218.97,219.25,218.9,219.6,"53,399,159"
SPY,22-Aug-16,218.53,218.26,217.83,218.8,"61,368,766"
SPY,19-Aug-16,218.54,218.31,217.74,218.75,"75,443,004"
SPY,18-Aug-16,218.86,218.34,218.21,218.9,"52,989,266"
SPY,17-Aug-16,218.37,218,217.02,218.53,"75,134,339"
SPY,16-Aug-16,217.96,218.6,217.96,218.68,"53,213,621"
SPY,15-Aug-16,219.09,218.89,218.88,219.5,"49,813,482"
SPY,12-Aug-16,218.46,218.29,217.99,218.71,"61,313,544"
SPY,11-Aug-16,218.65,218.26,217.95,218.94,"72,504,270"
SPY,10-Aug-16,217.64,218.31,217.23,218.4,"57,941,092"
SPY,9-Aug-16,218.18,218.13,217.8,218.76,"51,251,728"
SPY,8-Aug-16,218.05,218.4,217.74,218.52,"39,906,479"
SPY,5-Aug-16,218.18,217.21,217.07,218.23,"71,892,161"
SPY,4-Aug-16,216.41,216.31,214.25,216.78,"46,585,528"
SPY,3-Aug-16,216.18,215.48,215.13,216.25,"53,993,626"
SPY,2-Aug-16,215.55,216.65,214.57,216.83,"92,295,506"
SPY,1-Aug-16,216.94,217.19,216.41,217.65,"73,311,422"
SPY,29-Jul-16,217.12,216.46,216.13,217.54,"79,519,436"
SPY,28-Jul-16,216.77,216.29,215.75,217.11,"65,035,718"
SPY,27-Jul-16,216.52,217.19,215.62,217.27,"84,083,893"
SPY,26-Jul-16,216.75,216.53,215.76,217.17,"70,080,493"
SPY,25-Jul-16,216.65,217,215.97,217.06,"55,873,147"
SPY,22-Jul-16,217.24,216.41,216.1,217.3,"62,787,477"
SPY,21-Jul-16,216.27,216.96,215.75,217.22,"67,777,310"
SPY,20-Jul-16,217.09,216.75,216.24,217.37,"58,159,457"
SPY,19-Jul-16,216.19,215.92,215.63,216.23,"54,345,728"
SPY,18-Jul-16,216.41,215.97,215.67,216.6,"58,725,918"
SPY,15-Jul-16,215.83,216.78,215.31,217.01,"107,155,401"
SPY,14-Jul-16,216.12,216.4,215.66,216.67,"91,230,870"
SPY,13-Jul-16,214.92,215.44,214.35,215.45,"87,324,129"
SPY,12-Jul-16,214.95,214.53,213.43,215.3,"101,275,629"
SPY,11-Jul-16,213.4,213.19,212.95,214.07,"73,633,937"
SPY,8-Jul-16,212.65,211.05,210.78,212.94,"133,970,972"
SPY,7-Jul-16,209.53,209.87,208.63,210.65,"85,593,827"
SPY,6-Jul-16,209.66,207.83,207.06,209.8,"96,021,491"
SPY,5-Jul-16,208.41,208.95,207.71,209.08,"109,803,713"
SPY,1-Jul-16,209.92,209.36,209.29,210.49,"106,055,333"
SPY,30-Jun-16,209.48,207.21,206.56,209.54,"165,021,948"
SPY,29-Jun-16,206.66,204.84,204.72,206.93,"137,328,614"
SPY,28-Jun-16,203.2,201.48,201.12,203.23,"159,382,399"
SPY,27-Jun-16,199.6,201.59,198.65,201.6,"248,988,660"
SPY,24-Jun-16,203.13,203.63,202.72,210.85,"333,444,397"
SPY,23-Jun-16,210.81,209.81,209.27,210.87,"102,731,356"
SPY,22-Jun-16,208.1,208.65,207.93,209.5,"95,560,471"
SPY,21-Jun-16,208.44,208.3,207.78,208.92,"72,461,663"
SPY,20-Jun-16,207.85,208.82,207.75,209.61,"82,789,603"
SPY,17-Jun-16,206.52,207.17,205.75,207.2,"117,055,748"
SPY,16-Jun-16,208.37,206.73,205.59,208.57,"149,533,065"
SPY,15-Jun-16,207.75,208.54,207.53,209.36,"109,124,496"
SPY,14-Jun-16,208.04,208,206.92,208.74,"125,059,286"
SPY,13-Jun-16,208.45,209.36,208.35,210.37,"117,751,153"
SPY,10-Jun-16,210.07,210.46,209.43,210.86,"113,829,158"
SPY,9-Jun-16,212.08,211.51,211.19,212.22,"73,786,869"
SPY,8-Jun-16,212.37,211.84,211.69,212.52,"66,170,920"
SPY,7-Jun-16,211.68,211.53,211.5,212.34,"60,974,761"
SPY,6-Jun-16,211.35,210.7,210.51,211.77,"64,887,045"
SPY,3-Jun-16,210.28,210.25,208.86,210.69,"101,757,126"
SPY,2-Jun-16,210.91,209.8,209.24,210.93,"63,044,749"
SPY,1-Jun-16,210.27,209.12,208.89,210.48,"69,936,215"
SPY,31-May-16,209.84,210.56,209.18,210.69,"109,879,380"
SPY,27-May-16,210.24,209.53,209.47,210.25,"64,211,214"
SPY,26-May-16,209.34,209.44,208.97,209.71,"55,280,699"
SPY,25-May-16,209.28,208.67,207.87,209.77,"79,221,525"
SPY,24-May-16,207.87,206.17,206.14,208.24,"93,537,808"
SPY,23-May-16,205.21,205.51,204.99,205.84,"58,682,576"
SPY,20-May-16,205.49,204.92,204.86,206.1,"104,990,408"
SPY,19-May-16,204.2,204.06,202.78,204.54,"115,430,507"
SPY,18-May-16,204.91,204.44,203.63,206.3,"123,493,379"
SPY,17-May-16,204.85,206.46,204.23,206.8,"114,924,940"
SPY,16-May-16,206.78,204.96,204.89,207.34,"77,486,827"
SPY,13-May-16,204.76,206.21,204.38,206.86,"96,474,630"
SPY,12-May-16,206.56,207.29,205.37,207.49,"89,586,308"
SPY,11-May-16,206.5,207.91,206.5,208.54,"81,726,989"
SPY,10-May-16,208.45,206.72,206.64,208.5,"77,472,207"
SPY,9-May-16,205.89,205.57,205.36,206.4,"74,374,922"
SPY,6-May-16,205.72,204.06,203.88,205.77,"89,315,004"
SPY,5-May-16,204.97,205.56,204.47,205.98,"67,619,222"
SPY,4-May-16,205.01,204.99,204.42,205.85,"92,243,810"
SPY,3-May-16,206.16,206.52,205.28,206.8,"106,422,142"
SPY,2-May-16,207.97,206.92,206.41,208.18,"62,188,015"
SPY,29-Apr-16,206.33,206.72,205.03,207.13,"142,424,137"
SPY,28-Apr-16,207.45,208.46,206.96,209.76,"97,216,169"
SPY,27-Apr-16,209.35,208.47,208.05,209.81,"77,329,437"
SPY,26-Apr-16,208.92,209.04,208.36,209.52,"75,864,174"
SPY,25-Apr-16,208.61,208.26,207.54,208.66,"66,166,494"
SPY,22-Apr-16,208.97,208.55,207.91,209.29,"99,251,724"
SPY,21-Apr-16,208.97,210.12,208.65,210.25,"85,695,041"
SPY,20-Apr-16,210.1,209.95,209.39,210.92,"81,100,314"
SPY,19-Apr-16,209.9,209.74,208.94,210.2,"88,316,060"
SPY,18-Apr-16,209.24,207.14,207,209.28,"82,530,960"
SPY,15-Apr-16,207.78,208.01,207.4,208.17,"75,761,615"
SPY,14-Apr-16,208.01,208.07,207.6,208.6,"65,212,883"
SPY,13-Apr-16,208,207,206.84,208.1,"96,336,433"
SPY,12-Apr-16,205.92,204.22,203.7,206.25,"115,350,567"
SPY,11-Apr-16,204.02,205.25,203.91,206.07,"83,757,486"
SPY,8-Apr-16,204.5,205.34,203.87,205.85,"95,040,598"
SPY,7-Apr-16,203.95,205.14,203.09,205.56,"113,859,037"
SPY,6-Apr-16,206.42,204.29,203.98,206.49,"91,839,761"
SPY,5-Apr-16,204.19,204.67,203.89,206.26,"99,662,158"
SPY,4-Apr-16,206.25,206.83,205.89,207.07,"63,496,969"
SPY,1-Apr-16,206.92,204.35,203.98,207.14,"114,423,478"
SPY,31-Mar-16,205.52,205.91,205.33,206.41,"94,584,110"
SPY,30-Mar-16,206.02,206.3,205.59,206.87,"86,365,310"
SPY,29-Mar-16,205.12,202.76,202.4,205.25,"92,922,863"
SPY,28-Mar-16,203.24,203.61,202.71,203.86,"62,408,185"
SPY,24-Mar-16,203.12,202,201.74,203.16,"84,360,853"
SPY,23-Mar-16,203.21,204.11,203.01,204.33,"81,052,455"
SPY,22-Mar-16,204.56,203.76,203.57,205.23,"97,471,939"
SPY,21-Mar-16,204.67,204.07,203.8,204.94,"72,926,659"
SPY,18-Mar-16,204.38,204.17,203.8,204.78,"138,372,404"
SPY,17-Mar-16,204.63,203.24,202.77,205.23,"134,278,505"
SPY,16-Mar-16,203.34,201.6,201.55,203.82,"129,303,179"
SPY,15-Mar-16,202.17,201.36,201.05,202.53,"93,169,090"
SPY,14-Mar-16,202.5,202.16,201.77,203.04,"73,611,974"
SPY,11-Mar-16,202.76,201.26,199.52,202.81,"137,964,528"
SPY,10-Mar-16,199.54,199.96,197.38,201.07,"156,838,697"
SPY,9-Mar-16,199.38,199.36,198.43,199.79,"94,801,213"
SPY,8-Mar-16,198.4,199.32,198.21,199.92,"123,974,866"
SPY,7-Mar-16,200.59,199.34,199.25,201.07,"100,218,998"
SPY,4-Mar-16,200.43,200.01,199.03,201.35,"129,293,601"
SPY,3-Mar-16,199.78,198.79,198.11,199.8,"95,172,197"
SPY,2-Mar-16,199,197.74,197.25,199.06,"102,414,960"
SPY,1-Mar-16,198.11,195.01,194.45,198.21,"141,799,687"
SPY,29-Feb-16,193.56,195.11,193.33,196.23,"125,918,102"
SPY,26-Feb-16,195.09,196.57,194.9,196.68,"129,833,663"
SPY,25-Feb-16,195.54,193.73,192.83,195.55,"110,728,317"
SPY,24-Feb-16,193.2,190.63,189.32,193.53,"150,812,152"
SPY,23-Feb-16,192.32,194,192.18,194.32,"111,455,289"
SPY,22-Feb-16,194.78,193.87,193.79,194.95,"103,640,292"
SPY,19-Feb-16,192,191.17,190.45,192.18,"114,792,988"
SPY,18-Feb-16,192.09,193.2,191.72,193.27,"102,342,997"
SPY,17-Feb-16,192.88,191.16,191.01,193.32,"136,009,496"
SPY,16-Feb-16,189.78,188.77,187.63,189.81,"120,250,668"
SPY,12-Feb-16,186.63,184.96,183.96,186.65,"127,632,393"
SPY,11-Feb-16,182.86,182.34,181.09,184.1,"219,058,885"
SPY,10-Feb-16,185.27,186.41,185.12,188.34,"148,214,057"
SPY,9-Feb-16,185.43,183.36,183.2,186.94,"184,513,136"
SPY,8-Feb-16,185.42,185.77,182.8,186.12,"191,526,694"
SPY,5-Feb-16,187.95,190.99,187.2,191.67,"180,788,308"
SPY,4-Feb-16,191.6,190.71,189.96,192.75,"139,531,794"
SPY,3-Feb-16,191.3,191.41,187.1,191.78,"205,054,934"
SPY,2-Feb-16,190.16,191.96,189.54,191.97,"182,564,890"
SPY,1-Feb-16,193.65,192.53,191.84,194.58,"136,061,564"
SPY,29-Jan-16,193.72,190.02,189.88,193.88,"210,529,336"
SPY,28-Jan-16,189.11,189.96,187.16,190.2,"143,798,780"
SPY,27-Jan-16,188.13,189.58,187.06,191.56,"185,681,707"
SPY,26-Jan-16,190.2,188.42,188.02,190.53,"141,036,757"
SPY,25-Jan-16,187.64,189.92,187.41,190.15,"130,371,686"
SPY,22-Jan-16,190.52,189.78,188.88,190.76,"168,319,598"
SPY,21-Jan-16,186.69,186.21,184.64,188.87,"195,772,941"
SPY,20-Jan-16,185.65,185.03,181.02,187.5,"286,547,839"
SPY,19-Jan-16,188.06,189.96,186.2,190.11,"195,244,373"
SPY,15-Jan-16,187.81,186.77,185.52,188.76,"324,846,447"
SPY,14-Jan-16,191.93,189.55,187.66,193.26,"240,795,609"
SPY,13-Jan-16,188.83,194.45,188.38,194.86,"221,168,886"
SPY,12-Jan-16,193.66,193.82,191.14,194.55,"172,330,490"
SPY,11-Jan-16,192.11,193.01,189.82,193.41,"187,941,323"
SPY,8-Jan-16,191.92,195.19,191.58,195.85,"209,817,228"
SPY,7-Jan-16,194.05,195.33,193.59,197.44,"213,436,073"
SPY,6-Jan-16,198.82,198.34,197.6,200.06,"152,112,604"
SPY,5-Jan-16,201.36,201.4,200.05,201.9,"110,845,849"
SPY,4-Jan-16,201.02,200.49,198.59,201.03,"222,353,534"
SPY,31-Dec-15,203.87,205.13,203.87,205.89,"114,877,859"
SPY,30-Dec-15,205.93,207.11,205.76,207.21,"63,317,679"
SPY,29-Dec-15,207.4,206.51,206.47,207.79,"92,640,672"
SPY,28-Dec-15,205.21,204.86,203.94,205.26,"65,899,939"
SPY,24-Dec-15,205.68,205.72,205.42,206.33,"48,542,150"
SPY,23-Dec-15,206.02,204.69,204.58,206.07,"110,987,228"
SPY,22-Dec-15,203.5,202.72,201.55,203.85,"111,026,246"
SPY,21-Dec-15,201.67,201.41,200.09,201.88,"99,094,290"
SPY,18-Dec-15,200.02,202.77,199.83,202.93,"251,393,535"
SPY,17-Dec-15,204.86,208.4,204.84,208.48,"173,092,476"
SPY,16-Dec-15,208.03,206.37,204.8,208.39,"197,017,008"
SPY,15-Dec-15,205.03,204.7,202.87,206.11,"154,069,569"
SPY,14-Dec-15,202.9,202.07,199.95,203.05,"182,385,177"
SPY,11-Dec-15,201.88,203.35,201.51,204.14,"211,173,305"
SPY,10-Dec-15,205.87,205.42,205.14,207.43,"116,128,884"
SPY,9-Dec-15,205.34,206.19,204.18,208.68,"162,401,537"
SPY,8-Dec-15,206.95,206.49,205.78,208.29,"103,372,367"
SPY,7-Dec-15,208.35,209.23,207.2,209.73,"102,027,111"
SPY,4-Dec-15,209.62,206.08,205.93,209.97,"192,913,879"
